"player","mapsPlayed","impact","rating"
"bramz",2,-0.000924116923276319,NA
"DuDe",9,-0.000927157257738612,NA
"Chub",2,-0.000928110959719412,NA
"dubT",2,-0.00092858235352467,NA
"Jinx",5,-0.000929864670276275,NA
"dexter",309,-0.000932335094105636,0.99
"voidex",5,-0.000935648650860446,NA
"bRAiNiAC",2,-0.000937551736256554,NA
"Minus",1,-0.000939056162013363,NA
"ROBBY1",2,-0.0009416220997804,NA
"Rutk0",2,-0.000942348058604996,NA
"MistFire",2,-0.000944238865066484,NA
"micalis",2,-0.000946794358833622,NA
"B1GGY",1,-0.000946861476101331,NA
"tifa",3,-0.000956458177261742,NA
"emilz",2,-0.000958665197894077,NA
"HyPe",7,-0.000959802728105453,NA
"chucky",6,-0.000961537340822382,NA
"knc1",4,-0.000970227321045941,NA
"feddan",4,-0.00097106447141604,NA
"Brite",2,-0.000972472655869306,NA
"who",2,-0.000973111299599765,NA
"alexG",1,-0.000977899363866547,NA
"Kryptix",2,-0.000978018124049872,NA
"squidi",2,-0.000984345541230852,NA
"Jmoments",2,-0.000990937266217369,NA
"franSerA",1,-0.000994279996030074,NA
"Cunha",2,-0.00099618802548521,NA
"Sa7",4,-0.000996772605394228,NA
"Sheekey",2,-0.000997577333059996,NA
"joey-f4-",3,-0.000998773400449827,NA
"scorpionMM",2,-0.000999861804095219,NA
"Rbtx",1,-0.00100242857916039,NA
"Cabbi",3,-0.00100414172362006,NA
"whitegurlwasted",3,-0.00100858274379905,NA
"felippe",1,-0.00101034829233222,NA
"plyfa",2,-0.00101406669165709,NA
"ragga",1,-0.00101682263646165,NA
"wjw",2,-0.00101834396622887,NA
"capseN",4,-0.00101916367118102,NA
"quiver",2,-0.0010219590855536,NA
"Akino",2,-0.00102261194830981,NA
"SENER1",22,-0.00102397924042013,NA
"Danzji",1,-0.00102457959090698,NA
"fr3nd",2,-0.0010299122763818,NA
"Abyss",1,-0.0010303464774357,NA
"Chewie",2,-0.00103041654455694,NA
"wanr0",2,-0.00103562218896994,NA
"dj_hanski",2,-0.00103877687996685,NA
"Gux",1,-0.00103920010808546,NA
"ozzy",3,-0.00103984454171542,NA
"propleh",12,-0.00104132715671691,NA
"Botrik",3,-0.00104334946543548,NA
"Jame",691,-0.00104762875553481,1.15
"REAL",1,-0.00104938689491987,NA
"kfcg",2,-0.00105018392265062,NA
"bLazE",1,-0.0010520213159301,NA
"uQlutzavr",2,-0.00105299593785162,NA
"smartshi",3,-0.00105488918563992,NA
"kiko",1,-0.00106549202282906,NA
"klaudia",2,-0.00106569440823192,NA
"AudDzh",1,-0.00106886692265353,NA
"Sharkie",2,-0.00107289538701708,NA
"mnL",2,-0.00107470245909533,NA
"jakem",2,-0.0010902648285482,NA
"lato",1,-0.00109415952375666,NA
"DuckyPanic",3,-0.00109475171728504,NA
"tensai",4,-0.00109501936070675,NA
"my",7,-0.00109603041144714,NA
"KuckerZ",2,-0.00109824019083811,NA
"Airax",5,-0.00110097056014563,NA
"Burt^",2,-0.0011019599401405,NA
"chuch",2,-0.00110376954559733,NA
"SKYTTEN",6,-0.00110452973623171,NA
"acl",5,-0.00110603440087507,NA
"focs",2,-0.00110652986235069,NA
"shadow",8,-0.00110913096660048,NA
"Koro",2,-0.0011111170704267,NA
"fission",1,-0.00111291208965394,NA
"TorPe",3,-0.00111396433204993,NA
"XataR",1,-0.00111472389742359,NA
"void",3,-0.00111612363076035,NA
"Peggyyyyy",2,-0.00111644208985405,NA
"r1nkle",4,-0.00111678283457904,NA
"EJHAY",2,-0.00112452192892802,NA
"Lifedance",2,-0.00112523237109176,NA
"Atikas",3,-0.00112551460189137,NA
"JOKER",1,-0.00112662237238842,NA
"FIOURN",8,-0.00112723120362073,NA
"FONZEN",2,-0.00112983433422027,NA
"xikii",2,-0.0011323051860742,NA
"Ayeon",4,-0.00113332137098267,NA
"katovsky",1,-0.00113365017306118,NA
"Fox",3,-0.00113370494271679,NA
"xertioN",10,-0.00113644143045609,NA
"TRAVIS",19,-0.00113854554675783,NA
"Jelo",2,-0.00114281399521038,NA
"vanilla",3,-0.00114664356944363,NA
"lUMBERJACK",2,-0.00114690659057106,NA
"Llamas",2,-0.00114798090415134,NA
"sAncEpt",2,-0.00115009064376874,NA
"lainNy",2,-0.00115136736912267,NA
"BaWaN",1,-0.00115178802693207,NA
"bastien",2,-0.00115270855328395,NA
"crank",2,-0.00115560294318566,NA
"kwezz",9,-0.00115656550540504,0.81
"Qulon",2,-0.00115903637025527,NA
"lowrider",2,-0.00116125072752256,NA
"meztal",1,-0.00116212937391828,NA
"Hiback",2,-0.00116702561155499,NA
"flex0r",1,-0.0011729432652112,NA
"amtV",2,-0.00117423820515824,NA
"Westmelon",3,-0.00117881870598355,NA
"lyNNN",4,-0.00118040226933396,NA
"nATSU",1,-0.00118215439642302,NA
"Twinx",3,-0.00118295348978956,NA
"raoz",2,-0.00118515893030125,NA
"disk0",3,-0.00118695358496318,NA
"zur1s",2,-0.00118872010954013,NA
"ronne",2,-0.00119133893142247,NA
"Basso",12,-0.00119459484882123,NA
"Styff",2,-0.00119480556527195,NA
"kiR",5,-0.0011960170641778,NA
"SARANOSTRA",5,-0.00119651367596991,NA
"sAvana1",3,-0.00119690305464874,NA
"FalKen",1,-0.00119766120799625,NA
"NikoM",9,-0.00119974887105411,NA
"j0der",1,-0.00120050293857243,NA
"potter",1,-0.00120050677069463,NA
"DEV7L",21,-0.00120379439046645,NA
"russ",7,-0.00120548693909916,NA
"revel",2,-0.00120632801576649,NA
"Papichulo",3,-0.0012069781533332,NA
"saV",2,-0.0012073009944074,NA
"Netz0N",1,-0.00120777625376939,NA
"zape",4,-0.0012083529403885,NA
"w0nderful",4,-0.0012111965703967,NA
"Bibu",2,-0.00121124866896535,NA
"regali",4,-0.00121428723832871,0.88
"WolfY",38,-0.001220993104899,1.09
"AFFICHKO",2,-0.00122115321995631,NA
"VeXXCoN",1,-0.00122187439526603,NA
"splawik",4,-0.00122535951679548,NA
"prosus",4,-0.00122568064151755,NA
"hiffer",3,-0.00123482408757747,NA
"Hung",3,-0.00123483017379701,NA
"Twiksar",3,-0.00123792057203188,NA
"zander",2,-0.00123940164131529,NA
"lim",2,-0.0012395384900247,NA
"ckay",3,-0.00123989113934065,NA
"lmbt",9,-0.00124276123309977,0.5
"BORKUM",3,-0.00124936457596224,NA
"D1medroL",3,-0.00125107249609684,NA
"tamir",5,-0.00125430053411333,NA
"jayy",1,-0.00125525574759126,NA
"krimA",1,-0.00125934827057821,NA
"fnx",319,-0.00125939880325613,1.11
"mOkEn",4,-0.00126287038864941,NA
"Dementor",2,-0.00126731513182902,NA
"faydett",2,-0.00126746140802432,NA
"Xoma",4,-0.00126920514026618,NA
"D0cC",9,-0.00127043673822954,NA
"neiiXzz",3,-0.00127045048665413,NA
"gut0",2,-0.00127090787477243,NA
"yzn",5,-0.00127429118609506,NA
"BOROS",16,-0.00127680770834604,NA
"yohan",2,-0.00128182558192787,NA
"Ericip",3,-0.00128258470220829,NA
"hiqa1",2,-0.00128862057231695,NA
"Shabby",1,-0.00128948143433391,NA
"J3nsyy",2,-0.00129001284935863,NA
"bENITA",2,-0.00129219056312562,NA
"pbf1",2,-0.00129321849681825,NA
"ichibaNNN",16,-0.00129669550188206,NA
"miksu",2,-0.00130050651534106,NA
"emins",1,-0.00130205260397441,NA
"LuL4",6,-0.00130238943743697,NA
"Certus",5,-0.00130267805377679,0.63
"xReal",1,-0.00130274100672804,NA
"Chuti",3,-0.0013059656015697,NA
"tabu",4,-0.00130630420408917,NA
"Wierd_1k",2,-0.00130999722889971,NA
"jet-",3,-0.00131107786342434,NA
"gas",2,-0.00131808756576633,NA
"RoSeY",1,-0.00132308411020413,NA
"KRIMZ",1080,-0.00132744718707905,1.05
"sergej",443,-0.00133422812736915,1.07
"fender",2,-0.00133764993145021,NA
"Archiello",1,-0.00134245927013565,NA
"ECOKING",2,-0.00134287275619324,NA
"bld",2,-0.00134335452097795,NA
"MITSARAS",2,-0.00134381040330435,NA
"Meddo",5,-0.0013481174473007,NA
"BELCHONOKK",2,-0.00134949762553488,NA
"LoWkii",7,-0.00135209385199041,NA
"MAC-1",2,-0.00135502070151877,NA
"Blacc",1,-0.00135800330847341,NA
"brnz4n",10,-0.00136118351082856,NA
"osku",2,-0.00136228346904321,NA
"mhN1",3,-0.00136542473396735,NA
"MCK",2,-0.00136572497866463,NA
"omniscient",1,-0.00137105896960349,NA
"EMENK",5,-0.00137162817536244,NA
"dukka",2,-0.00137254300262267,NA
"foxz",3,-0.00137775549370048,NA
"tex",3,-0.00138083838500297,NA
"Simon",1,-0.00138574180922497,NA
"JazzPimp",2,-0.00138776613337136,NA
"spellfull",14,-0.0013880968591772,NA
"ROCKA",14,-0.00138955024592839,NA
"rabbit",2,-0.00139043585508103,NA
"bitchiR",5,-0.00139160530333339,NA
"chawzyyy",4,-0.00139199029055144,NA
"kobruh",8,-0.00139300031327641,NA
"Kaga",2,-0.00139507972003173,NA
"guishorro",4,-0.00139648678297367,NA
"Brimo",2,-0.00139778859663542,NA
"mimi",2,-0.00140443074892979,NA
"cau",2,-0.00140895291061185,NA
"PANIX",5,-0.00141019776808948,NA
"Tomato",1,-0.00141381317807646,NA
"ritchiEE",7,-0.00141582554516283,NA
"br0",2,-0.00141768909075379,NA
"BiggyGreen",2,-0.00141845124187366,NA
"v1ko",2,-0.00141902254649196,NA
"sam_A",2,-0.00142239171529017,NA
"impsta",4,-0.00142334297860925,NA
"RMN",5,-0.00142636548601606,NA
"berg",3,-0.001430777626639,NA
"D0NEKO",4,-0.00143212549465976,NA
"Faris",4,-0.00143757562233144,NA
"conoR",4,-0.0014391936827801,NA
"C0M",2,-0.00144132570514075,NA
"OverDrive",1,-0.00144626085594017,NA
"SPAMMER",2,-0.00144753473950598,NA
"BREEZY",1,-0.00145279980595963,NA
"coolio",7,-0.00145285246061343,NA
"juice",1,-0.00145381372555845,NA
"AKE",2,-0.00145397178398072,NA
"Fighter",2,-0.00145723785462634,NA
"HenkkyG",3,-0.00146020678445297,NA
"ferg",2,-0.00146055105564102,NA
"OverR",2,-0.00146229840882743,NA
"hardzao",29,-0.00146379689822503,NA
"sany",2,-0.00146429580140093,NA
"dead",6,-0.00146692897625002,0.78
"LaNrefNi",1,-0.00147252853829627,NA
"dfen",4,-0.00147393827361972,NA
"joel",2,-0.00148315183972399,NA
"Inseaniac",2,-0.00148384866489238,NA
"roden",2,-0.00148596272121995,NA
"tomi",6,-0.00148923831538699,NA
"tor1towOw",2,-0.00148996645791978,NA
"corv",2,-0.00149022121193453,NA
"Valiance",9,-0.00149430256992001,NA
"NOtA",2,-0.0015013682075632,NA
"Darkkis",2,-0.00151219406062925,NA
"enix",1,-0.00151248964062989,NA
"insaniac",1,-0.00151356767195723,NA
"miKnutty",2,-0.00151808216262245,NA
"luosrevo",3,-0.00152047477574132,NA
"Starry",3,-0.00152299050925815,NA
"sfX",2,-0.00152331413843527,NA
"PREET",4,-0.00152493494501721,NA
"vLad1r0x",4,-0.00152499273593802,NA
"5lav",1,-0.00152679335178357,NA
"bron",2,-0.00152816972964951,NA
"Gratisfaction",325,-0.00152899962699991,1
"conz",1,-0.00152911518529805,NA
"Tomkeejs",4,-0.00153207170011603,NA
"ReX",2,-0.00153225770352406,NA
"zisa",3,-0.00153810665228809,NA
"martiNwk",2,-0.00154279294034341,NA
"TOR",6,-0.00154466427262121,NA
"EmilShe1n",2,-0.00154582394032489,NA
"Sirza",1,-0.00154596541806343,NA
"cutlazz",2,-0.00154619451775112,NA
"C0NVICT",2,-0.00154621611639432,NA
"STOVVE",2,-0.00154654855239758,NA
"J1rah",10,-0.00154669368003727,NA
"limp",10,-0.00154880684552878,NA
"DeKa",2,-0.00155093619651295,NA
"KuF",2,-0.0015663459581912,NA
"Raijin",12,-0.00157298871042598,NA
"JumpOlot",1,-0.00157590703350814,NA
"PewPewPig",2,-0.00157626628891823,NA
"kapacho",4,-0.00157626687926476,NA
"Templ",4,-0.00158446237081153,NA
"Shipta",2,-0.00158794091858428,NA
"Crityourface",3,-0.00158811394549167,NA
"Farlig",217,-0.00158818028450132,1.05
"flomaster",2,-0.00159344338641315,NA
"tutehen",8,-0.0015965261433953,NA
"NathanD",2,-0.00159665005802724,NA
"SkyShark",2,-0.00159777315888404,NA
"allu",828,-0.00160367960957457,1.06
"nettik",4,-0.00160698268323461,NA
"KarriBob",3,-0.00160896505698655,NA
"scoobyxie",20,-0.00161108455343097,NA
"NpK",6,-0.00161134432861631,NA
"Foolz",3,-0.00161159368500937,NA
"michi",5,-0.00161257318717334,NA
"Leaf",5,-0.00161379731214703,NA
"biLi",2,-0.00162719034693568,NA
"hurtfrisk",7,-0.00162785773937656,NA
"aune",6,-0.00162796124110168,NA
"TaM",1,-0.00162895936097312,NA
"toGe",2,-0.00162983462916206,NA
"BeaKie",2,-0.00163919374257139,NA
"perzon",8,-0.00163976421124399,NA
"LYNXi",5,-0.00164632990859788,NA
"Doom",3,-0.00164639344107923,NA
"olofmeister",926,-0.00164672483730734,1.03
"ckf",2,-0.00164683027755331,NA
"Noobster",2,-0.00164809206915792,NA
"melonhead",2,-0.00165183596125035,NA
"cxzi",17,-0.00165346319783,0.93
"TiramisU",2,-0.00166391318724629,NA
"asYLum",3,-0.0016675108122203,NA
"bodyaN",3,-0.00166988561247405,NA
"EMYOR",6,-0.00167581644522961,NA
"GRAMPZ",4,-0.00167764619181568,NA
"nkl",156,-0.00167949095219388,0.86
"GII",2,-0.00168130044121179,NA
"Monster",10,-0.00168293744840133,NA
"Rich",1,-0.00168479770487315,NA
"jcrueL",10,-0.00168688206280974,NA
"RenZ",2,-0.00168745810087261,NA
"xajdish",9,-0.00168820077035416,NA
"tudsoN",21,-0.00168895827797992,NA
"valde",1085,-0.0016936058582585,1.1
"PwN",1,-0.00169425438302544,NA
"eaZy",2,-0.00169456937598675,NA
"dipparn",6,-0.00169662733614289,NA
"mickey",1,-0.00170454036280487,NA
"moki",3,-0.00170746231076318,NA
"alex_",7,-0.00170781554431846,NA
"And1k",1,-0.00170923139211848,NA
"shhhack",5,-0.00170945402105543,NA
"kanii",1,-0.00171082540479678,NA
"Click-",2,-0.00171141374754024,NA
"Wolfy",3,-0.00171244174735159,NA
"magi",5,-0.00171274087842648,NA
"KCR",2,-0.00171279406988391,NA
"v1c",2,-0.00171555117934283,NA
"pIrate",2,-0.00171960009084889,NA
"krZ",2,-0.00172020451230525,NA
"wAKKa",1,-0.00172517616881853,NA
"holzt",6,-0.00172647445165863,NA
"BoY",11,-0.00173225166013114,NA
"starix",15,-0.00173763362748499,0.87
"Stingrayz",1,-0.00173881117458998,NA
"zAAz",3,-0.00173984599228032,NA
"flying",6,-0.00173988059037698,NA
"Cryveng",2,-0.00174206068240592,NA
"Spargo",5,-0.0017466259605992,NA
"mOE",5,-0.00174738024139139,NA
"bq",4,-0.00175021066464056,NA
"hatex",2,-0.00175044176649406,NA
"nJ",6,-0.00175068673375865,NA
"Sideny",4,-0.00175548887472737,NA
"synx",2,-0.00176474369898833,NA
"HugoXD",20,-0.00176769871880649,NA
"malle",4,-0.00176851100671869,NA
"aslak",1,-0.0017707983659777,NA
"smike",29,-0.00177529791636134,1.13
"slajden",3,-0.00177641890019723,NA
"jitter",5,-0.00177809925079245,NA
"Choco",2,-0.00177879958187535,NA
"LyGHT",6,-0.00178152536159595,NA
"PEX",2,-0.00178193833094512,NA
"n0ru1es",1,-0.00178276991478696,NA
"flaw",4,-0.00178312263087886,NA
"awwe",2,-0.00178393400289921,NA
"st^",6,-0.00178753249444713,NA
"Avirity",3,-0.00178975122032757,NA
"Aikas",3,-0.00178993580440047,NA
"Jialocin",3,-0.00179829777985142,NA
"KILLDREAM",13,-0.00179973378361617,NA
"PureR",2,-0.00180116609488141,NA
"NikkeZ",2,-0.00180328349591258,NA
"NexFox",3,-0.00180361753359334,NA
"aizy",980,-0.00180410978732268,1.03
"ta1a",2,-0.00180478637418019,NA
"fekkegudN",6,-0.00181094468934593,0.6
"n0tice",4,-0.00181250482385576,NA
"clax",9,-0.00181309439896704,NA
"Dav",2,-0.00181310704970715,NA
"UnicorN",4,-0.00181509372544174,NA
"koreux",2,-0.00182461642478154,NA
"badger",2,-0.00182504403627507,NA
"Xaisty",3,-0.00182600685550712,NA
"KSA",2,-0.00182615895989059,NA
"n0swal",4,-0.00183027764670762,NA
"bew",11,-0.00183342821579227,NA
"FASHR",43,-0.0018357064218512,1.17
"summit",6,-0.00183805393860172,NA
"dobbo",1,-0.00183829851875372,NA
"RandomRambo",3,-0.00184016656978835,NA
"lan",4,-0.00184341614098783,NA
"hRRR",2,-0.00184777391872585,NA
"huNter-",690,-0.00184989332106427,1.12
"Ciocardau",2,-0.00185411609352639,NA
"WHitE",2,-0.00185453819823287,NA
"Brollan",692,-0.0018553736366035,1.08
"weaNd",2,-0.00185538894492524,NA
"Buster",2,-0.00185746236462572,NA
"Perfecto",414,-0.00185866468414696,1
"Drea3er",9,-0.00185885168284132,NA
"Teal",2,-0.00186860763991686,NA
"aidKiT",2,-0.0018704416623564,NA
"keita",6,-0.00187104631500473,NA
"Pase52",1,-0.00188031069139834,NA
"frozen",549,-0.00188266615303321,1.1
"FpSSS",4,-0.00188374263374742,NA
"INS",131,-0.00188391547314745,1.05
"peet",5,-0.00189085123181247,NA
"JeXeN",4,-0.00189105073870777,NA
"tabz",25,-0.00189210563797092,NA
"ChanZ",2,-0.00189516833742015,NA
"XANATOS",2,-0.0018952619972077,NA
"TunGY",2,-0.00190342635721037,NA
"kstyle",1,-0.00191749449390514,NA
"Wolffe",4,-0.00191851978173164,NA
"andrEX",4,-0.00191904478574068,NA
"fed9",3,-0.00191923930747864,NA
"dvl",2,-0.00192962494875076,NA
"lauNX",3,-0.00192991017492162,NA
"s0mmer",2,-0.00193046257971566,NA
"Xzen",2,-0.00193122678923528,NA
"FrostayK",7,-0.0019313066368232,NA
"Mann3n",10,-0.00193222579142114,NA
"novel",1,-0.00193288948710055,NA
"Turismo",4,-0.00193697333147635,NA
"Jay",1,-0.00194217140416267,NA
"buue",5,-0.00195489607152378,NA
"Calyx",424,-0.00195602814093164,1.1
"dav1dK",4,-0.0019566401963413,NA
"Console",28,-0.00195738062306872,1.05
"1uke",9,-0.00195892524993789,1.32
"mango",1,-0.00195984606477266,NA
"ASERE",1,-0.00196725925678722,NA
"Andkilde",7,-0.00197296454173402,NA
"Adam9130",1,-0.00198213815756582,NA
"t0mmyy",2,-0.00198406365800596,NA
"dan1",2,-0.00198490792253204,NA
"Church",2,-0.00198539427047378,NA
"spat1ch",2,-0.00198959005847915,NA
"eva",3,-0.00199327310318639,NA
"Prompt",2,-0.00199749219786718,NA
"nuga",1,-0.00199908871574412,NA
"hoody",71,-0.00200026128183251,NA
"nitr0",1041,-0.00200918100020419,1.01
"saNid",1,-0.00201095419105919,NA
"Rita",6,-0.00201717426297351,NA
"SpeezyX9",2,-0.00201796916657561,NA
"hydra",3,-0.00201956580618538,NA
"Banteng",2,-0.00202042362430846,NA
"Krewmer",8,-0.00202047232507638,NA
"MisteM",2,-0.00202225467218435,NA
"Bernard",3,-0.00202435505401744,NA
"maxie",1,-0.00202582424901685,NA
"DREAM",4,-0.00202874384950577,NA
"syken",14,-0.00202978269357236,NA
"sperr",6,-0.00203163252549782,NA
"vEz",4,-0.00203291708770539,NA
"z4kr",3,-0.00203480276222904,NA
"Stewie2K",1332,-0.00203784514912344,1.05
"ruffian",4,-0.00203963608613873,NA
"Senpai102k",2,-0.00204056541507742,NA
"mattcd",5,-0.00204127162653992,NA
"sugaR",12,-0.00205629357971827,NA
"failzzr",4,-0.00205793167031081,NA
"rox",9,-0.00205917998300691,NA
"Jerppa",3,-0.00206023059653049,NA
"NBLiTY",2,-0.00206071101004182,NA
"glowiing",23,-0.00206205009711254,NA
"captainMo",333,-0.00206800624630248,0.9
"rigoN",39,-0.00206931875664299,NA
"yzl1",5,-0.00206953035762301,NA
"tge",4,-0.00207015905419344,NA
"Manty",3,-0.00207099679038905,NA
"BeeTee",3,-0.0020812698805033,NA
"xall",4,-0.00208266439932418,NA
"Matvey",1,-0.00208404879612133,NA
"roseau",4,-0.00208425408736537,NA
"RiVAL",2,-0.00208557666103961,NA
"Mr.six",6,-0.00208777515075653,NA
"n0ize",4,-0.00208819572534552,NA
"Domsterr",7,-0.00208941859262448,NA
"Laski",3,-0.00209114340098338,NA
"Boombl4",587,-0.00209166390112937,0.99
"QuQu",6,-0.00209867671322217,NA
"Reita",6,-0.00209893707573017,NA
"lukjjE",10,-0.00209899875485568,NA
"f0lM3r",2,-0.00209917096728456,NA
"waffletastic",2,-0.00210538037893186,NA
"ONLY",3,-0.00211011750203878,NA
"Ayes",3,-0.00211165086987063,NA
"disturbed",13,-0.00211178333630861,NA
"avis",2,-0.00211400025500349,NA
"stYleEeZ",2,-0.00211547448154436,NA
"Ninis",2,-0.00211749713981372,NA
"gab",2,-0.00212737878103401,NA
"ace",1,-0.00213293951196996,NA
"m1kkis",2,-0.00213337859369636,NA
"innocent",245,-0.00213514325553799,1.03
"torzsi",15,-0.00213593906561891,NA
"Gn",3,-0.00213995138893713,NA
"Jmp",2,-0.00214319170740248,NA
"L0NER",2,-0.00215047612849348,NA
"oW^",3,-0.00215241609661929,NA
"zks",4,-0.00215258653056977,NA
"ultra",1,-0.00215498165365884,NA
"cedrik",2,-0.00215975410230328,NA
"GEOHYPE",2,-0.00216141228213435,NA
"5TRYK#R",4,-0.00216207802339914,NA
"LefteriY",3,-0.00216395598642387,NA
"peelk",2,-0.00216586022857891,NA
"MoeycQ",5,-0.00216627129414121,NA
"Electro",4,-0.00216655850921871,NA
"Ro1f",10,-0.00216744964989327,NA
"cheK",4,-0.00216897271365534,NA
"mhL",40,-0.00217304019065662,NA
"REZ",1010,-0.00218403527484495,1.05
"Rarkar",4,-0.00218487677865164,NA
"doktizh",4,-0.00218579834522926,NA
"emode",4,-0.00219025220861639,NA
"soju_j",11,-0.00219220979967724,NA
"Petra",3,-0.00219325618440027,NA
"FUSiON",2,-0.00219772790119884,NA
"Hobbit",815,-0.00219958765584644,1.1
"YJ",8,-0.00220494300991843,NA
"Ruyter",6,-0.00220532232049464,NA
"Munk",2,-0.0022057499372465,NA
"EYO",4,-0.002205893959159,NA
"Morfan",3,-0.00220595408108672,NA
"ShoT_UP",7,-0.00220836348284949,NA
"FrostMisty",4,-0.00221886432217641,NA
"relife",2,-0.00222140306617653,NA
"zemp",5,-0.00223304493557144,NA
"Djoko",53,-0.00224308398944494,NA
"z8z",4,-0.00224321372134422,NA
"THREAT",11,-0.00224706817544318,0.73
"Elfern",2,-0.00224904190190382,NA
"Amaterasu",1,-0.00225314846594091,NA
"Subbey",3,-0.00225503172499058,NA
"HOLMES",7,-0.00225521404509392,NA
"WyCloud",2,-0.00225745047444248,NA
"kyxsan",2,-0.00225778102327422,NA
"Keiti",7,-0.00225946832542764,NA
"nems",1,-0.00227170938682189,NA
"FlykingJVE",2,-0.0022733324802432,NA
"P4TriCK",7,-0.0022736540240686,NA
"am0",4,-0.00227834370647356,NA
"rommi",6,-0.00227991353854154,NA
"fierCeY",4,-0.00228970954508722,NA
"kr4sylya",3,-0.00229191585360389,NA
"MAIDHEN",6,-0.00229930038601802,NA
"Lamplight",5,-0.00230375304606041,NA
"Zix",6,-0.002305473249602,NA
"mixwell",487,-0.00230583635933299,1.08
"siuhy",12,-0.00230640505304616,NA
"chrissK",5,-0.00231069519651345,NA
"delboNi",5,-0.00231096795394782,NA
"Butters",4,-0.00231168606925124,NA
"k1Nky",4,-0.0023144910248654,NA
"eneshan",2,-0.00231808751815977,NA
"havoK",3,-0.00232038344520269,NA
"alexRr",10,-0.00232081080519825,NA
"twist",834,-0.00232442628868166,1.03
"tricky",7,-0.00232587324025194,NA
"Ematics",2,-0.00233238453852857,NA
"bt0",4,-0.00233670435837782,NA
"lollipop21k",131,-0.00233726990968365,NA
"Stevie",6,-0.00233784393092204,NA
"XpG",6,-0.00233871461623782,NA
"beyAz",5,-0.00234074023661518,NA
"Menace",5,-0.00234119619750776,NA
"xCore",4,-0.00234460227642698,NA
"Unknown",1,-0.002354458260082,NA
"expro",9,-0.0023595367542103,NA
"nawwk",298,-0.00236005581068561,1.05
"busta",2,-0.00236318014074324,NA
"Heyz1ng",2,-0.00236371223870695,NA
"peku",8,-0.00236641816278388,NA
"PROV",4,-0.00236799259352519,NA
"B1NGO",7,-0.00237375622338623,NA
"try",14,-0.0023760752075584,NA
"riku",8,-0.00238141715593148,NA
"dj_skullfuck",2,-0.00238615751377306,NA
"IceBerg",6,-0.00238845950592873,NA
"fANDER",2,-0.00239353688564635,NA
"forsyy",11,-0.00240157711198849,NA
"0i",6,-0.00240172440663364,NA
"r0bs3n",6,-0.0024039614837049,NA
"MonttY",25,-0.00240815857360595,NA
"Daveys",2,-0.00241379248136862,NA
"HaZR",10,-0.00241756039388318,NA
"TuGuX",46,-0.00242033609943703,0.85
"pava",8,-0.0024240389795075,NA
"dennis",671,-0.00242812116952029,1.06
"henza",2,-0.00242821981318915,NA
"NEEX",12,-0.00243141784995466,NA
"V4D1M",9,-0.00243676722951935,NA
"chrisJ",1109,-0.00243732361528932,1
"c4Lypso",1,-0.00244109987294839,NA
"fisher",2,-0.00244234613111839,NA
"SnypeR",2,-0.00244243633671727,NA
"SEMINTE",5,-0.00244667552783534,NA
"Rampage",13,-0.00245293026191891,NA
"devastation",2,-0.00245443602202382,NA
"BluePho3nix",3,-0.00246042291770715,NA
"tN1R",6,-0.00246201206133608,NA
"MarKE",197,-0.002462279599404,0.97
"KaiR0N-",2,-0.00246444294246062,0.6
"cENTRYZ",7,-0.00246455717652667,NA
"Elk",2,-0.00246684074247297,NA
"iGm",5,-0.00246838828209877,NA
"PLAZ",1,-0.00246998246602308,NA
"PeetyG",2,-0.00247152306523148,NA
"ELOSSA",6,-0.00247198533791967,NA
"enanoks",3,-0.0024720127442531,NA
"draWsouL",2,-0.00247612049933404,NA
"panda$ex",4,-0.00247720908109512,NA
"MaTaFe",6,-0.00248774888841024,NA
"Rainwaker",146,-0.00249495201179033,0.97
"SP1NT",3,-0.00249523083597073,NA
"sayonara",5,-0.00250759750219731,NA
"xype",5,-0.00251130297881959,NA
"tweiss",2,-0.00251680601395239,NA
"NEY",7,-0.00252369363008643,NA
"RZU",20,-0.00252624551116543,NA
"kHRYSTAL",9,-0.00252893945082222,NA
"powerputte",12,-0.00253483060555065,NA
"frz",4,-0.00255316276623764,NA
"ponkt",3,-0.00255866679274915,NA
"krbl",2,-0.00256538577558697,NA
"BanGa",4,-0.00257046141655189,NA
"Woro2k",42,-0.00257216798391363,NA
"VKLL",14,-0.00257286842880602,0.69
"dgt",14,-0.00258012181253604,NA
"juliano",3,-0.00258144801100155,NA
"isak",16,-0.00258169147846384,NA
"mou",673,-0.00258660823298987,1.05
"medusa",1,-0.00260255422138404,NA
"doublemagic",6,-0.00260496666648652,NA
"zen",6,-0.00260511342614345,NA
"t0rick",12,-0.00260539738986857,NA
"Boo",2,-0.00260597790964697,NA
"daMteG",2,-0.00260868691343912,NA
"RashiE",1,-0.00260904450802322,NA
"Svedjehed",4,-0.00260958883418152,NA
"Mystic",12,-0.00261648122963132,NA
"FL1T",574,-0.00261712948519117,1.06
"HADOUKEN",2,-0.00261792765827183,NA
"fp1",2,-0.00263395089696897,NA
"will",6,-0.00263636216764465,NA
"SasukeQO",4,-0.00264043081987138,NA
"AlekS",5,-0.00264106573172251,NA
"NiNLeX",2,-0.00264186894814213,NA
"zonic",12,-0.00264708138616864,0.87
"natsu",2,-0.00264738072356232,NA
"heretic",4,-0.00266218083079145,NA
"DeniMM",8,-0.0026703546913732,NA
